,Ticker,Market Cap,Num Trades,Success Rate,Avg Return
331,PAYX,large,40,0.575,0.014754954330162145
332,PYPL,large,32,0.65625,0.05403769390291959
333,PNR,large,34,0.5588235294117647,0.014063486757747143
334,PBCT,mid,31,0.3870967741935484,-0.001048976847325382
335,PEP,large,31,0.6451612903225806,0.01550493546790221
336,PKI,mid,29,0.5862068965517241,0.03059153979992395
337,PRGO,large,40,0.45,-0.014345531648707537
338,PFE,mega,34,0.6176470588235294,0.014802472429320764
339,PCG,large,34,0.47058823529411764,-0.023400034458741326
340,PM,large,29,0.6206896551724138,0.013280287682193522
341,PSX,large,32,0.5,0.007945309804143649
342,PNW,mid,35,0.5428571428571428,0.007613676672107477
343,PXD,large,32,0.46875,0.0012021737688910038
344,PNC,large,29,0.6551724137931034,0.015654055349360468
345,RL,mid,36,0.5277777777777778,0.025447759323465227
346,PPG,large,39,0.48717948717948717,0.004353696663209467
347,PPL,large,40,0.5,-0.002874247839108316
348,PX,large,1,0.0,-0.009708728874782328
349,PFG,large,30,0.6,0.015390049268718968
350,PG,mega,36,0.5277777777777778,0.012126813106873482
351,PGR,large,32,0.75,0.034707423833743964
352,PLD,large,36,0.6111111111111112,0.03320423866848545
353,PRU,large,33,0.5151515151515151,0.008982025501572462
354,PEG,large,28,0.5357142857142857,0.006237687611723448
355,PSA,large,39,0.48717948717948717,0.009181625409414786
356,PHM,mid,42,0.4523809523809524,0.022521899000559106
357,PVH,large,31,0.5806451612903226,0.0008918714448361171
358,QRVO,mid,36,0.5,0.015697851955348938
359,QCOM,large,33,0.5454545454545454,0.031075769005737167
360,PWR,mid,37,0.6756756756756757,0.03531753257602208
361,DGX,large,42,0.5714285714285714,0.016908219656574158
362,RRC,mid,37,0.4594594594594595,0.025146573527847493
363,RJF,large,30,0.6333333333333333,0.03171926296397859
364,O,large,29,0.5517241379310345,0.00392966760648002
365,REG,mid,41,0.4878048780487805,-0.0008286230973475161
366,REGN,large,34,0.4411764705882353,0.021444134103832554
367,RF,large,28,0.5357142857142857,0.02978804208063131
368,RSG,large,36,0.5833333333333334,0.014199332162042512
369,RMD,large,23,0.7391304347826086,0.05168557423451419
370,RHI,mid,30,0.6,0.016335864005454084
371,ROK,large,31,0.6129032258064516,0.03574579662889207
372,COL,large,14,0.35714285714285715,-0.042092837037722396
373,ROP,large,37,0.5135135135135135,0.01456931156148234
374,ROST,large,39,0.5384615384615384,0.01669366691836488
375,RCL,large,24,0.75,0.03755686390864774
376,SPGI,large,31,0.8387096774193549,0.03338161080063031
377,CRM,large,38,0.631578947368421,0.02951472651660379
378,SBAC,large,39,0.5641025641025641,0.022270012708150898
379,SCG,mid,21,0.5714285714285714,0.008203657226333306
380,SLB,large,33,0.30303030303030304,-0.03309698139834935
381,SNI,large,13,0.6923076923076923,0.026214788636921713
382,STX,large,29,0.4827586206896552,0.025212470699886965
383,SEE,mid,28,0.5,0.006148776873280527
384,SRE,large,32,0.59375,0.012339674166600888
385,SHW,large,42,0.5952380952380952,0.01223606742211752
386,SIG,mid,40,0.35,-0.01912487158943644
387,SPG,large,31,0.5161290322580645,-0.0027485856783165783
388,SWKS,large,31,0.6774193548387096,0.029164392287624775
389,SLG,mid,35,0.5714285714285714,0.00422460293024003
390,SNA,mid,29,0.5517241379310345,0.01740608222069957
391,SO,large,40,0.575,0.004510002003658251
392,LUV,large,25,0.56,0.002833386014895189
393,SWK,large,42,0.5952380952380952,0.018367866838466678
394,SBUX,large,31,0.6451612903225806,0.01905959446339598
395,STT,large,22,0.5909090909090909,0.022375913928642875
396,SRCL,mid,42,0.5476190476190477,-0.009863226360210383
397,SYK,large,35,0.6285714285714286,0.01870542593419942
398,SYF,large,30,0.6,0.01173979348608605
399,SNPS,large,28,0.7142857142857143,0.05228499808915112
400,SYY,large,33,0.6060606060606061,0.0086931662039984
401,TROW,large,37,0.5675675675675675,0.019804020192583968
402,TPR,large,31,0.2903225806451613,-0.010550994771245386
403,TGT,large,30,0.6333333333333333,0.02844636758487456
404,TEL,large,25,0.64,0.03195396441592068
405,FTI,large,27,0.48148148148148145,-0.016409528480451137
406,TXN,large,40,0.6,0.02601547150081951
407,TXT,large,31,0.7419354838709677,0.0384761782795534
408,BK,large,24,0.6666666666666666,0.01615152902382452
409,CLX,large,39,0.5897435897435898,0.01665073841024275
410,COO,large,42,0.6428571428571429,0.018493649172372104
411,HSY,large,27,0.4074074074074074,0.0147671021771197
412,MOS,mid,28,0.5357142857142857,0.004753595360449357
413,TRV,large,36,0.6111111111111112,0.007595791824935871
414,DIS,large,33,0.6060606060606061,0.023675616818650498
415,TMO,large,33,0.6666666666666666,0.025820349883900907
416,TIF,large,33,0.6666666666666666,0.022100398185085936
417,TWX,large,12,0.75,0.020402825801693666
418,TJX,large,49,0.5918367346938775,0.016304320081229614
419,TSCO,mid,33,0.5454545454545454,0.021390194146767783
420,TDG,large,37,0.7027027027027027,0.02256503164380578
421,TRIP,mid,39,0.5128205128205128,-0.0014948627735178394
422,FOXA,large,12,0.25,-0.029640169229099844
423,FOX,large,13,0.38461538461538464,-0.027411739076342232
424,TSN,large,31,0.6451612903225806,0.016260999984127906
425,USB,large,35,0.4857142857142857,0.007738823877297994
426,UDR,mid,36,0.6111111111111112,0.010507950703879256
427,ULTA,large,37,0.5945945945945946,0.004768375562649373
428,UAA,mid,33,0.45454545454545453,0.009837264759665587
429,UA,mid,28,0.39285714285714285,0.005922321435273154
430,UNP,large,35,0.5714285714285714,0.017673156871696263
431,UAL,large,27,0.5925925925925926,0.027695685043793397
432,UNH,mega,37,0.4864864864864865,0.015928141477519885
433,UPS,large,29,0.5172413793103449,0.023627971831648352
434,URI,large,23,0.6086956521739131,0.0703313296400981
435,UHS,large,40,0.425,0.00034666511672485495
436,UNM,large,26,0.4230769230769231,-0.02878459448637649
437,VFC,large,27,0.6296296296296297,0.022831209405704014
438,VLO,large,30,0.5666666666666667,0.025610048676137646
439,VAR,large,27,0.5185185185185185,0.026160362396202074
440,VTR,large,29,0.6896551724137931,0.0036256070938743344
441,VRSN,large,33,0.6363636363636364,0.03382245821396498
442,VRSK,large,38,0.6578947368421053,0.01851196340897975
443,VZ,mega,32,0.71875,0.021749382510368592
444,VRTX,large,38,0.631578947368421,0.026975034269967595
445,V,mega,40,0.6,0.022172350609065063
446,VNO,large,36,0.5555555555555556,-0.004059747771889813
447,VMC,large,37,0.5405405405405406,-0.000484947172982836
448,WMT,mega,39,0.6666666666666666,0.02236371445756845
449,WBA,large,37,0.5135135135135135,0.005862022021328539
450,WM,large,39,0.5384615384615384,0.01754715542423344
451,WAT,large,34,0.7058823529411765,0.03185725748924988
452,WEC,large,32,0.65625,0.026637785504658416
453,WFC,mega,30,0.36666666666666664,-0.007005903752341697
454,WDC,large,30,0.5333333333333333,0.019611453682283224
455,WU,mid,39,0.46153846153846156,0.0028445987926508432
456,WRK,large,32,0.625,0.020299823843950023
457,WY,large,29,0.6206896551724138,0.011895985095995518
458,WHR,large,28,0.5714285714285714,0.032046361058992424
459,WMB,large,35,0.5142857142857142,0.007351596467552713
460,WLTW,large,35,0.6,0.019003118275243504
461,WYNN,large,25,0.6,0.022729641848745062
462,XEL,large,32,0.6875,0.019921580183887587
463,XRX,mid,24,0.5833333333333334,0.02328475949423552
464,XLNX,large,31,0.6451612903225806,0.05172198752011874
465,XL,large,12,0.5,0.05585881190408363
466,XYL,large,39,0.5897435897435898,0.017404918673354808
467,YUM,large,42,0.5714285714285714,0.013984131243241629
468,ZBH,large,44,0.5,0.004658426836469891
469,ZION,large,32,0.5,0.031057645413209073
470,ZTS,large,32,0.53125,0.03023190080270873
