,Symbol,Start Date,End Date,Buy Price,Sell Price,Change,Market Cap
0,MMM,2016-06-06,2016-06-20,147.87493896484375,148.8748321533203,0.006761748782288798,Large
1,MMM,2016-06-23,2016-06-24,151.37881469726562,147.04031372070312,-0.028659895278205446,Large
2,MMM,2016-06-30,2016-08-17,152.25694274902344,157.36122131347656,0.033524110443140125,Large
3,MMM,2016-08-22,2016-08-26,156.661376953125,156.95880126953125,0.0018985171852232794,Large
4,MMM,2016-08-29,2016-08-31,157.9124298095703,156.81008911132812,-0.006980708862320222,Large
5,MMM,2016-09-14,2016-12-06,153.64308166503906,151.26475524902344,-0.01547955423857399,Large
6,MMM,2016-12-09,2017-01-05,157.15513610839844,156.46832275390625,-0.00437028894823046,Large
7,MMM,2017-02-07,2017-03-28,154.7514190673828,169.256103515625,0.09372892691812065,Large
8,MMM,2017-04-25,2017-07-24,172.92501831054688,187.21435546875,0.08263313948327397,Large
9,MMM,2017-07-25,2017-09-08,177.7555694580078,184.42669677734375,0.03752977945881968,Large
10,MMM,2017-09-11,2017-11-22,187.8966522216797,208.68785095214844,0.1106523106432965,Large
11,MMM,2017-11-28,2017-12-22,212.33746337890625,211.52642822265625,-0.003819557525761461,Large
12,MMM,2017-12-27,2017-12-29,212.8511199951172,212.1031494140625,-0.0035140551812546062,Large
13,MMM,2018-01-10,2018-03-13,217.3028106689453,215.34808349609375,-0.008995406763649893,Large
14,MMM,2018-03-20,2018-03-21,210.70701599121094,212.23892211914062,0.007270313808599457,Large
15,MMM,2018-03-22,2018-04-19,202.29502868652344,198.37911987304688,-0.019357414954297558,Large
16,MMM,2018-04-25,2018-06-01,180.24082946777344,182.15805053710938,0.010636996484077607,Large
17,MMM,2018-06-06,2018-07-24,186.0550994873047,183.15281677246094,-0.015599049544147457,Large
18,MMM,2018-07-26,2018-09-25,189.79698181152344,193.53152465820312,0.01967651335145176,Large
19,MMM,2018-09-28,2019-01-24,193.59584045410156,178.09120178222656,-0.0800876642571817,Large
20,MMM,2019-01-31,2019-02-01,185.28811645507812,184.23355102539062,-0.005691489826025472,Large
21,MMM,2019-02-04,2019-09-03,185.20486450195312,150.39297485351562,-0.1879642294604545,Large
22,MMM,2019-09-06,2019-12-04,155.41744995117188,159.8228759765625,0.02834576186119831,Large
23,MMM,2019-12-20,2020-01-22,167.6925811767578,170.2361297607422,0.015167925534543032,Large
24,MMM,2020-01-28,2020-07-09,158.3311767578125,147.58058166503906,-0.06789942014526822,Large
25,MMM,2020-07-17,2020-07-20,155.74647521972656,152.3748779296875,-0.021647984554914807,Large
26,MMM,2020-07-21,2020-07-28,153.76834106445312,151.3614501953125,-0.015652707524052425,Large
27,MMM,2020-07-29,2020-09-04,152.2579345703125,163.00503540039062,0.07058483264210529,Large
28,MMM,2020-09-24,2020-12-11,157.7442626953125,172.5977020263672,0.09416151863313423,Large
29,MMM,2020-12-18,2020-12-28,174.97808837890625,173.28207397460938,-0.009692724500591417,Large
30,MMM,2021-01-11,2021-02-25,163.84979248046875,178.75999450683594,0.09099921214819064,Large
0,AOS,2016-05-23,2016-06-21,37.4460563659668,39.397342681884766,0.0521092607682825,Large
1,AOS,2016-06-22,2016-06-28,39.434513092041016,38.87699508666992,-0.014137818921963979,Large
2,AOS,2016-06-30,2016-08-22,40.93513107299805,44.08646774291992,0.076983671172378,Large
3,AOS,2016-08-25,2017-01-12,44.48236846923828,44.675018310546875,0.004330925891273539,Large
4,AOS,2017-02-09,2017-03-03,46.7331657409668,47.004817962646484,0.005812835860198408,Large
5,AOS,2017-03-15,2017-06-29,48.541053771972656,52.549163818359375,0.08257154995471029,Large
